RecordId,Name,PhdEntityType,TagNo,Active,Description,ParentTag,ClassTag,TagUnits,Tolerance,ToleranceType,Collection,DemandCalculation,ManualInput,PutDownload,DataStore,RangeChkDisable,DataEdit,ArchiveResample,EPKSExceptionTag,FileStream,SourceTag,SourceTagUnits,ScanFrequency,SourceDeadband,HighExtreme,LowExtreme,Quantum,HighHighLimit,HighLimit,LowLimit,LowLowLimit,HighHighEnable,HighEnable,LowEnable,LowLowEnable,SmoothingConstant,CompressionToleranceFactor,MinimumCompressionTolerance,GrossErrorSigmaLimit,GrossErrorSamples,NoiseGateLevel,PercentRecordFill,SpecQueueSize,ExtrapolationDamping,ResampleMethod,SourceTagIndexA,SourceTagIndexB,SourceTagIndexC,SourceTagIndexD,InterpolationMethod,UserDefined1,UserDefined2,ScanTimeStampUnit,TimeStamp,ExtendedSourceTag,Asset,Item,Function,RuleName,SynchronizationEnable,DigitalEnumEnable,DigitalEnumeration,MachineName,CollectorName,SourceSystem,SourceTagType,SourceTagAttribute,SourceName,CompressionSetting,VirtualTagCalculation
457,4024LIC316.DACA.PV,T,457,TRUE,Nivå utlufter,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024LIC316.DACA.PV,40-24,/Assets/S-plant/40-24/4024LIC316,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024LIC316.DACA.PV,-1,
458,4024PI231.DACA.PV,T,458,TRUE,Damptrykk til inndamper,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PI231.DACA.PV,40-24,/Assets/S-plant/40-24/4024PI231,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PI231.DACA.PV,-1,
459,4024PI237.DACA.PV,T,459,TRUE,Pumpe 24P10 trykk etter utlufter,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PI237.DACA.PV,40-24,/Assets/S-plant/40-24/4024PI237,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PI237.DACA.PV,-1,
460,4024PI239.DACA.PV,T,460,TRUE,Pumpe 24P11 trykk etter inndamper,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PI239.DACA.PV,40-24,/Assets/S-plant/40-24/4024PI239,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PI239.DACA.PV,-1,
461,4024PI242.DACA.PV,T,461,TRUE,Trykk etter homogenisator,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PI242.DACA.PV,40-24,/Assets/S-plant/40-24/4024PI242,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PI242.DACA.PV,-1,
462,4024PIC250.PIDA.OP,T,462,TRUE,Absolutt trykk inndamper,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PIC250.PIDA.OP,40-24,/Assets/S-plant/40-24/4024PIC250,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PIC250.PIDA.OP,-1,
463,4024PIC250.PIDA.SP,T,463,TRUE,Absolutt trykk inndamper,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PIC250.PIDA.SP,40-24,/Assets/S-plant/40-24/4024PIC250,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PIC250.PIDA.SP,-1,
464,4024PIC250.DACA.PV,T,464,TRUE,Absolutt trykk inndamper,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PIC250.DACA.PV,40-24,/Assets/S-plant/40-24/4024PIC250,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PIC250.DACA.PV,-1,
465,4024PIC382.PIDA.OP,T,465,TRUE,Vakuum utlufter,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PIC382.PIDA.OP,40-24,/Assets/S-plant/40-24/4024PIC382,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PIC382.PIDA.OP,-1,
466,4024PIC382.PIDA.SP,T,466,TRUE,Vakuum utlufter,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PIC382.PIDA.SP,40-24,/Assets/S-plant/40-24/4024PIC382,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PIC382.PIDA.SP,-1,
467,4024PIC382.DACA.PV,T,467,TRUE,Vakuum utlufter,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024PIC382.DACA.PV,40-24,/Assets/S-plant/40-24/4024PIC382,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024PIC382.DACA.PV,-1,
468,4024SC252.AUTOMANA.OP,T,468,TRUE,Hastighetsregulering 24R11,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024SC252.AUTOMANA.OP,40-24,/Assets/S-plant/40-24/4024SC252,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024SC252.AUTOMANA.OP,-1,
469,4024SI252.DACA.PV,T,469,TRUE,Hastighet motor 24R11,EXP_PARENT,FALSE,rpm,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,300,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024SI252.DACA.PV,40-24,/Assets/S-plant/40-24/4024SI252,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024SI252.DACA.PV,-1,
470,4024TI233.DACA.PV,T,470,TRUE,Damptemperatur til inndamper,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,200,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TI233.DACA.PV,40-24,/Assets/S-plant/40-24/4024TI233,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TI233.DACA.PV,-1,
471,4024TI234.DACA.PV,T,471,TRUE,Temperatur kondensat sone 1,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,200,10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TI234.DACA.PV,40-24,/Assets/S-plant/40-24/4024TI234,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TI234.DACA.PV,-1,
472,4024TI235.DACA.PV,T,472,TRUE,Temperatur kondensat sone 2,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,200,10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TI235.DACA.PV,40-24,/Assets/S-plant/40-24/4024TI235,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TI235.DACA.PV,-1,
473,4024TI236.DACA.PV,T,473,TRUE,Temperatur kondensat sone 3,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,200,10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TI236.DACA.PV,40-24,/Assets/S-plant/40-24/4024TI236,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TI236.DACA.PV,-1,
474,4024TI238.DACA.PV,T,474,TRUE,Temperatur etter utlufter,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TI238.DACA.PV,40-24,/Assets/S-plant/40-24/4024TI238,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TI238.DACA.PV,-1,
475,4024TI240.DACA.PV,T,475,TRUE,Temperatur Ungerol etter inndamper,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TI240.DACA.PV,40-24,/Assets/S-plant/40-24/4024TI240,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TI240.DACA.PV,-1,
476,4024TI243.DACA.PV,T,476,TRUE,Temperatur etter homogenisator,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TI243.DACA.PV,40-24,/Assets/S-plant/40-24/4024TI243,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TI243.DACA.PV,-1,
477,4024TI245.DACA.PV,T,477,TRUE,Temperatur vann fra kondensator,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,50,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TI245.DACA.PV,40-24,/Assets/S-plant/40-24/4024TI245,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TI245.DACA.PV,-1,
478,4024TI246.DACA.PV,T,478,TRUE,Temperatur kondensat fra inndamper,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TI246.DACA.PV,40-24,/Assets/S-plant/40-24/4024TI246,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TI246.DACA.PV,-1,
479,4024TIC244.PIDA.OP,T,479,TRUE,Temperatur vann til kondensator,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TIC244.PIDA.OP,40-24,/Assets/S-plant/40-24/4024TIC244,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TIC244.PIDA.OP,-1,
480,4024TIC244.PIDA.SP,T,480,TRUE,Temperatur vann til kondensator,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,50,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TIC244.PIDA.SP,40-24,/Assets/S-plant/40-24/4024TIC244,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TIC244.PIDA.SP,-1,
481,4024TIC244.DACA.PV,T,481,TRUE,Temperatur vann til kondensator,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,50,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4024TIC244.DACA.PV,40-24,/Assets/S-plant/40-24/4024TIC244,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4024TIC244.DACA.PV,-1,
482,4025FIC377.PIDA.OP,T,482,TRUE,Ungerol til utlufter/inndamper,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025FIC377.PIDA.OP,40-25,/Assets/S-plant/40-25/4025FIC377,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025FIC377.PIDA.OP,-1,
483,4025FIC377.PIDA.SP,T,483,TRUE,Ungerol til utlufter/inndamper,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,5000,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025FIC377.PIDA.SP,40-25,/Assets/S-plant/40-25/4025FIC377,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025FIC377.PIDA.SP,-1,
484,4025FIC377.DACA.PV,T,484,TRUE,Ungerol til utlufter/inndamper,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,5000,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025FIC377.DACA.PV,40-25,/Assets/S-plant/40-25/4025FIC377,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025FIC377.DACA.PV,-1,
485,4025PI536.DACA.PV,T,485,TRUE,Trykk etter pumpe 25P13,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025PI536.DACA.PV,40-25,/Assets/S-plant/40-25/4025PI536,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025PI536.DACA.PV,-1,
486,4025PI537.DACA.PV,T,486,TRUE,Trykk etter pumpe 25P11,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025PI537.DACA.PV,40-25,/Assets/S-plant/40-25/4025PI537,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025PI537.DACA.PV,-1,
487,4025SC511.AUTOMANA.OP,T,487,TRUE,Hastighetsregulering 25MX10,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025SC511.AUTOMANA.OP,40-25,/Assets/S-plant/40-25/4025SC511,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025SC511.AUTOMANA.OP,-1,
488,4025TIC001.PIDA.OP,T,488,TRUE,Temperatur pumpeledning Ungerol,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025TIC001.PIDA.OP,40-25,/Assets/S-plant/40-25/4025TIC001,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025TIC001.PIDA.OP,-1,
489,4025TIC001.PIDA.SP,T,489,TRUE,Temperatur pumpeledning Ungerol,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,150,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025TIC001.PIDA.SP,40-25,/Assets/S-plant/40-25/4025TIC001,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025TIC001.PIDA.SP,-1,
490,4025TIC001.DACA.PV,T,490,TRUE,Temperatur pumpeledning Ungerol,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,150,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025TIC001.DACA.PV,40-25,/Assets/S-plant/40-25/4025TIC001,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025TIC001.DACA.PV,-1,
491,4025TIC393.PIDA.OP,T,491,TRUE,"Temperaturregulering tank F-5, (25mx12)",EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025TIC393.PIDA.OP,40-25,/Assets/S-plant/40-25/4025TIC393,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025TIC393.PIDA.OP,-1,
492,4025TIC393.PIDA.SP,T,492,TRUE,"Temperaturregulering tank F-5, (25mx12)",EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025TIC393.PIDA.SP,40-25,/Assets/S-plant/40-25/4025TIC393,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025TIC393.PIDA.SP,-1,
493,4025TIC393.DACA.PV,T,493,TRUE,"Temperaturregulering tank F-5, (25mx12)",EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025TIC393.DACA.PV,40-25,/Assets/S-plant/40-25/4025TIC393,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025TIC393.DACA.PV,-1,
494,4025TIC394.PIDA.OP,T,494,TRUE,"Temperaturregulering tank F-6, (25mx13)",EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025TIC394.PIDA.OP,40-25,/Assets/S-plant/40-25/4025TIC394,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025TIC394.PIDA.OP,-1,
495,4025TIC394.PIDA.SP,T,495,TRUE,"Temperaturregulering tank F-6, (25mx13)",EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025TIC394.PIDA.SP,40-25,/Assets/S-plant/40-25/4025TIC394,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025TIC394.PIDA.SP,-1,
496,4025TIC394.DACA.PV,T,496,TRUE,"Temperaturregulering tank F-6, (25mx13)",EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025TIC394.DACA.PV,40-25,/Assets/S-plant/40-25/4025TIC394,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025TIC394.DACA.PV,-1,
497,4025WI358.DACA.PV,T,497,TRUE,Vektindikator F-5,EXP_PARENT,FALSE,t,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,30,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025WI358.DACA.PV,40-25,/Assets/S-plant/40-25/4025WI358,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025WI358.DACA.PV,-1,
498,4025WI359.DACA.PV,T,498,TRUE,Vektindikator F-6,EXP_PARENT,FALSE,t,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,30,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025WI359.DACA.PV,40-25,/Assets/S-plant/40-25/4025WI359,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025WI359.DACA.PV,-1,
499,4025WI362.DACA.PV,T,499,TRUE,Vektindikator F-3,EXP_PARENT,FALSE,t,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,15,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025WI362.DACA.PV,40-25,/Assets/S-plant/40-25/4025WI362,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025WI362.DACA.PV,-1,
500,4025WI363.DACA.PV,T,500,TRUE,Vektindikator F-4,EXP_PARENT,FALSE,t,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,15,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025WI363.DACA.PV,40-25,/Assets/S-plant/40-25/4025WI363,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025WI363.DACA.PV,-1,
501,4020TI322.DACA.PV,T,501,TRUE,Temperatur ut nedre side reaktor 19R10,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4020TI322.DACA.PV,40-20,/Assets/S-plant/40-20/4020TI322,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4020TI322.DACA.PV,-1,
502,4020TI323.DACA.PV,T,502,TRUE,Temperatur kjølevann ut topp reaktor 19R10,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4020TI323.DACA.PV,40-20,/Assets/S-plant/40-20/4020TI323,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4020TI323.DACA.PV,-1,
503,4020TIC326.PIDA.OP,T,503,TRUE,Temperaturregulering kjølevann øvre del reaktor,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4020TIC326.PIDA.OP,40-20,/Assets/S-plant/40-20/4020TIC326,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4020TIC326.PIDA.OP,-1,
504,4020TIC326.PIDA.SP,T,504,TRUE,Temperaturregulering kjølevann øvre del reaktor,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4020TIC326.PIDA.SP,40-20,/Assets/S-plant/40-20/4020TIC326,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4020TIC326.PIDA.SP,-1,
505,4020TIC326.DACA.PV,T,505,TRUE,Temperaturregulering kjølevann øvre del reaktor,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4020TIC326.DACA.PV,40-20,/Assets/S-plant/40-20/4020TIC326,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4020TIC326.DACA.PV,-1,
506,4020TIC421.PIDA.OP,T,506,TRUE,Temperatur kjølevann nedre del reaktor,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4020TIC421.PIDA.OP,40-20,/Assets/S-plant/40-20/4020TIC421,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4020TIC421.PIDA.OP,-1,
507,4020TIC421.PIDA.SP,T,507,TRUE,Temperatur kjølevann nedre del reaktor,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4020TIC421.PIDA.SP,40-20,/Assets/S-plant/40-20/4020TIC421,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4020TIC421.PIDA.SP,-1,
508,4020TIC421.DACA.PV,T,508,TRUE,Temperatur kjølevann nedre del reaktor,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4020TIC421.DACA.PV,40-20,/Assets/S-plant/40-20/4020TIC421,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4020TIC421.DACA.PV,-1,
509,4021PI422.DACA.PV,T,509,TRUE,Trykk etter sulfonsyre pumper 19P10/19P11,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4021PI422.DACA.PV,40-21,/Assets/S-plant/40-21/4021PI422,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4021PI422.DACA.PV,-1,
510,4022EI569.DACA.PV,T,510,TRUE,Strømmåling 22P20,EXP_PARENT,FALSE,A,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,80,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4022EI569.DACA.PV,40-22,/Assets/S-plant/40-22/4022EI569,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4022EI569.DACA.PV,-1,
511,4022FI306_ACCU.TOTALIZER.PV,T,511,TRUE,Utspedning av Ungerol med vann,EXP_PARENT,FALSE,l,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4022FI306_ACCU.TOTALIZER.PV,40-22,/Assets/S-plant/40-22/4022FI306_ACCU,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4022FI306_ACCU.TOTALIZER.PV,-1,
