RecordId,Name,PhdEntityType,TagNo,Active,Description,ParentTag,ClassTag,TagUnits,Tolerance,ToleranceType,Collection,DemandCalculation,ManualInput,PutDownload,DataStore,RangeChkDisable,DataEdit,ArchiveResample,EPKSExceptionTag,FileStream,SourceTag,SourceTagUnits,ScanFrequency,SourceDeadband,HighExtreme,LowExtreme,Quantum,HighHighLimit,HighLimit,LowLimit,LowLowLimit,HighHighEnable,HighEnable,LowEnable,LowLowEnable,SmoothingConstant,CompressionToleranceFactor,MinimumCompressionTolerance,GrossErrorSigmaLimit,GrossErrorSamples,NoiseGateLevel,PercentRecordFill,SpecQueueSize,ExtrapolationDamping,ResampleMethod,SourceTagIndexA,SourceTagIndexB,SourceTagIndexC,SourceTagIndexD,InterpolationMethod,UserDefined1,UserDefined2,ScanTimeStampUnit,TimeStamp,ExtendedSourceTag,Asset,Item,Function,RuleName,SynchronizationEnable,DigitalEnumEnable,DigitalEnumeration,MachineName,CollectorName,SourceSystem,SourceTagType,SourceTagAttribute,SourceName,CompressionSetting,VirtualTagCalculation
1,TDC_PVHITP,T,1,TRUE,TDC CLASS TAG FOR THE PVHITP ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,1,,,,,,S,,,s,,,,,,,,,,,,,,,,-1,
2,TDC_ACPROG,T,2,TRUE,TDC CLASS TAG FOR THE ACPROG ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
3,TDC_EUDESC,T,3,TRUE,TDC CLASS TAG FOR THE EUDESC ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
4,TDC_PTDESC,T,4,TRUE,TDC CLASS TAG FOR THE PTDESC ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
5,TDC_PV,T,5,TRUE,TDC CLASS TAG FOR THE PV ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
6,TDC_INH_STAT,T,6,TRUE,TDC CLASS TAG FOR THE INH_STAT ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
7,TDC_SP,T,7,TRUE,TDC CLASS TAG FOR THE SP ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
8,TDC_PVLOTP,T,8,TRUE,TDC CLASS TAG FOR THE PVLOTP ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,1,,,,,,S,,,s,,,,,,,,,,,,,,,,-1,
9,TDC_MODE,T,9,TRUE,TDC CLASS TAG FOR THE MODE ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
10,TDC_OP,T,10,TRUE,TDC CLASS TAG FOR THE OP ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
11,TDC_PVEUHI,T,11,TRUE,TDC CLASS TAG FOR THE PVEUHI ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,1,,,,,,S,,,s,,,,,,,,,,,,,,,,-1,
12,TDC_PVEULO,T,12,TRUE,TDC CLASS TAG FOR THE PVEULO ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,1,,,,,,S,,,s,,,,,,,,,,,,,,,,-1,
13,TDC_HR,T,13,TRUE,TDC CLASS TAG FOR HR ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
14,TDC_MIN,T,14,TRUE,TDC CLASS TAG FOR THE MIN ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
15,TDC_SEC,T,15,TRUE,TDC CLASS TAG FOR THE SEC ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
16,TDC_S1CURSTS,T,16,TRUE,TDC TAG CLASS FOR THE S1CURSTS ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
17,TDC_S1REQSTS,T,17,TRUE,TDC CLASS TAG FOR THE S1REQSTS ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
18,TDC_S2CURSTS,T,18,TRUE,TDC CLASS TAG FOR THE S2CURSTS ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
19,TDC_S2REQSTS,T,19,TRUE,TDC TAG CLASS FOR S2REQSTS ATTRIBUTE,,TRUE,,0.5,S,TRUE,,,,TRUE,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,s,,,,,,,,,,,,,,,,-1,
20,EXP_PARENT,T,20,TRUE,Experion parent tag,,TRUE,,,,TRUE,FALSE,FALSE,,TRUE,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,,,,,,,TRUE,,,,,OPC,AS,VALUE,,,
21,7512TIC301_SP0.AUTOMANA.OP,T,21,TRUE,TEMP_TBF1_OFF    STP når ekstruder er i stans,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7512TIC301_SP0.AUTOMANA.OP,75-12,/Assets/T-plant/75-12/7512TIC301_SP0,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7512TIC301_SP0.AUTOMANA.OP,-1,
22,7512TIC301_SP1.AUTOMANA.OP,T,22,TRUE,TEMP_TBF1_ON     STP når ekstruder er i drift,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7512TIC301_SP1.AUTOMANA.OP,75-12,/Assets/T-plant/75-12/7512TIC301_SP1,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7512TIC301_SP1.AUTOMANA.OP,-1,
23,7512TIC302.DACA.PV,T,23,TRUE,TEMP_TURBOFLOW  _2,EXP_PARENT,FALSE,,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7512TIC302.DACA.PV,75-12,/Assets/T-plant/75-12/7512TIC302,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7512TIC302.DACA.PV,-1,
24,7512TIC302_SP0.AUTOMANA.OP,T,24,TRUE,TEMP_TBF2_OFF    STP når ekstruder er i stans,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7512TIC302_SP0.AUTOMANA.OP,75-12,/Assets/T-plant/75-12/7512TIC302_SP0,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7512TIC302_SP0.AUTOMANA.OP,-1,
25,7512TIC302_SP1.AUTOMANA.OP,T,25,TRUE,TEMP_TBF2_ON      STP når ekstruder er i drift,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7512TIC302_SP1.AUTOMANA.OP,75-12,/Assets/T-plant/75-12/7512TIC302_SP1,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7512TIC302_SP1.AUTOMANA.OP,-1,
26,7512TIC303.DACA.PV,T,26,TRUE,TEMP_TURBOFLOW  _1,EXP_PARENT,FALSE,,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7512TIC303.DACA.PV,75-12,/Assets/T-plant/75-12/7512TIC303,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7512TIC303.DACA.PV,-1,
27,7512TIC303_SP0.AUTOMANA.OP,T,27,TRUE,TEMP_TBF1_OFF    STP når ekstruder er i stans,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7512TIC303_SP0.AUTOMANA.OP,75-12,/Assets/T-plant/75-12/7512TIC303_SP0,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7512TIC303_SP0.AUTOMANA.OP,-1,
28,7512TIC303_SP1.AUTOMANA.OP,T,28,TRUE,TEMP_TBF1_ON     STP når ekstruder er i drift,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7512TIC303_SP1.AUTOMANA.OP,75-12,/Assets/T-plant/75-12/7512TIC303_SP1,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7512TIC303_SP1.AUTOMANA.OP,-1,
29,7518EI050.DACA.PV,T,29,TRUE,Amer måling,EXP_PARENT,FALSE,,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,1,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518EI050.DACA.PV,75-18,/Assets/T-plant/75-18/7518EI050,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518EI050.DACA.PV,-1,
31,7518PI070.DACA.PV,T,31,TRUE,Trykk matepumpe råstoffpumpe 2 18P050,EXP_PARENT,FALSE,Bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,1,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518PI070.DACA.PV,75-18,/Assets/T-plant/75-18/7518PI070,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518PI070.DACA.PV,-1,
32,7518PI102.DACA.PV,T,32,TRUE,Trykk i bunn av paste-rør,EXP_PARENT,FALSE,Bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,1,,3,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518PI102.DACA.PV,75-18,/Assets/T-plant/75-18/7518PI102,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518PI102.DACA.PV,-1,
33,7518TI071.DACA.PV,T,33,TRUE,Temperatur glykol retur i pumpebu,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TI071.DACA.PV,75-18,/Assets/T-plant/75-18/7518TI071,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TI071.DACA.PV,-1,
34,7518TIC103.PIDA.OP,T,34,TRUE,Temperatur varmekabel sløyfe 1,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC103.PIDA.OP,75-18,/Assets/T-plant/75-18/7518TIC103,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC103.PIDA.OP,-1,
35,7518TIC103.PIDA.SP,T,35,TRUE,Temperatur varmekabel sløyfe 1,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC103.PIDA.SP,75-18,/Assets/T-plant/75-18/7518TIC103,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC103.PIDA.SP,-1,
36,7518TIC103.DACA.PV,T,36,TRUE,Temperatur varmekabel sløyfe 1,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC103.DACA.PV,75-18,/Assets/T-plant/75-18/7518TIC103,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC103.DACA.PV,-1,
39,7518TIC104.PIDA.OP,T,39,TRUE,Temperatur varmekabel sløyfe 2,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC104.PIDA.OP,75-18,/Assets/T-plant/75-18/7518TIC104,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC104.PIDA.OP,-1,
40,7518TIC104.PIDA.SP,T,40,TRUE,Temperatur varmekabel sløyfe 2,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC104.PIDA.SP,75-18,/Assets/T-plant/75-18/7518TIC104,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC104.PIDA.SP,-1,
41,7518TIC104.DACA.PV,T,41,TRUE,Temperatur varmekabel sløyfe 2,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC104.DACA.PV,75-18,/Assets/T-plant/75-18/7518TIC104,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC104.DACA.PV,-1,
42,7518TIC105.PIDA.OP,T,42,TRUE,Temperatur varmekabel sløyfe 3,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC105.PIDA.OP,75-18,/Assets/T-plant/75-18/7518TIC105,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC105.PIDA.OP,-1,
43,7518TIC105.PIDA.SP,T,43,TRUE,Temperatur varmekabel sløyfe 3,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC105.PIDA.SP,75-18,/Assets/T-plant/75-18/7518TIC105,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC105.PIDA.SP,-1,
44,7518TIC105.DACA.PV,T,44,TRUE,Temperatur varmekabel sløyfe 3,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC105.DACA.PV,75-18,/Assets/T-plant/75-18/7518TIC105,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC105.DACA.PV,-1,
45,7518TIC106.PIDA.OP,T,45,TRUE,Temperatur varmekabel sløyfe 4,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC106.PIDA.OP,75-18,/Assets/T-plant/75-18/7518TIC106,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC106.PIDA.OP,-1,
46,7518TIC106.PIDA.SP,T,46,TRUE,Temperatur varmekabel sløyfe 4,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC106.PIDA.SP,75-18,/Assets/T-plant/75-18/7518TIC106,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC106.PIDA.SP,-1,
47,7518TIC106.DACA.PV,T,47,TRUE,Temperatur varmekabel sløyfe 4,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TIC106.DACA.PV,75-18,/Assets/T-plant/75-18/7518TIC106,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TIC106.DACA.PV,-1,
48,7518TZ103.DACA.PV,T,48,TRUE,Sikkerhetstemperatur sløyfe 1,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TZ103.DACA.PV,75-18,/Assets/T-plant/75-18/7518TZ103,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TZ103.DACA.PV,-1,
49,7518TZ104.DACA.PV,T,49,TRUE,Sikkerhetstemperatur sløyfe 2,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TZ104.DACA.PV,75-18,/Assets/T-plant/75-18/7518TZ104,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TZ104.DACA.PV,-1,
50,7518TZ105.DACA.PV,T,50,TRUE,Sikkerhetstemperatur sløyfe 3,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TZ105.DACA.PV,75-18,/Assets/T-plant/75-18/7518TZ105,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TZ105.DACA.PV,-1,
51,7518TZ106.DACA.PV,T,51,TRUE,Sikkerhetstemperatur sløyfe 4,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518TZ106.DACA.PV,76-18,/Assets/T-plant/76-18/7518TZ106,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518TZ106.DACA.PV,-1,
52,7518XI050.DACA.PV,T,52,TRUE,Moment måling,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,1,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7518XI050.DACA.PV,75-18,/Assets/T-plant/75-18/7518XI050,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7518XI050.DACA.PV,-1,
53,7520LIC008.PIDA.OP,T,53,TRUE,Nivå kjølevannstank,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7520LIC008.PIDA.OP,75-20,/Assets/T-plant/75-20/7520LIC008,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7520LIC008.PIDA.OP,-1,
54,7520LIC008.PIDA.SP,T,54,TRUE,Nivå kjølevannstank,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7520LIC008.PIDA.SP,75-20,/Assets/T-plant/75-20/7520LIC008,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7520LIC008.PIDA.SP,-1,
55,7520LIC008.DACA.PV,T,55,TRUE,Nivå kjølevannstank,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7520LIC008.DACA.PV,75-20,/Assets/T-plant/75-20/7520LIC008,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7520LIC008.DACA.PV,-1,
56,7520TI006.DACA.PV,T,56,TRUE,Temperatur ut av kjølegruppe,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,40,-10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7520TI006.DACA.PV,75-20,/Assets/T-plant/75-20/7520TI006,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7520TI006.DACA.PV,-1,
57,7520TIC007.PIDA.OP,T,57,TRUE,Temperatur kjølevann inn til flaker,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7520TIC007.PIDA.OP,75-20,/Assets/T-plant/75-20/7520TIC007,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7520TIC007.PIDA.OP,-1,
58,7520TIC007.PIDA.SP,T,58,TRUE,Temperatur kjølevann inn til flaker,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7520TIC007.PIDA.SP,75-20,/Assets/T-plant/75-20/7520TIC007,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7520TIC007.PIDA.SP,-1,
59,7520TIC007.DACA.PV,T,59,TRUE,Temperatur kjølevann inn til flaker,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7520TIC007.DACA.PV,75-20,/Assets/T-plant/75-20/7520TIC007,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7520TIC007.DACA.PV,-1,
60,7541LI001.DACA.PV,T,60,TRUE,Nivå råstofftank 1,EXP_PARENT,FALSE,m3,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,80,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7541LI001.DACA.PV,75-41,/Assets/T-plant/75-41/7541LI001,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7541LI001.DACA.PV,-1,
61,7541LI004.DACA.PV,T,61,TRUE,Nivå råstofftank 2,EXP_PARENT,FALSE,m3,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,80,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7541LI004.DACA.PV,75-41,/Assets/T-plant/75-41/7541LI004,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7541LI004.DACA.PV,-1,
62,7541SC007.AUTOMANA.OP,T,62,TRUE,Rørverk buffertank 1 hastighet pådrag omformer,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7541SC007.AUTOMANA.OP,75-41,/Assets/T-plant/75-41/7541SC007,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7541SC007.AUTOMANA.OP,-1,
63,7541SC008.AUTOMANA.OP,T,63,TRUE,Rørverk buffertank 2 hastighet pådrag omformer,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7541SC008.AUTOMANA.OP,75-41,/Assets/T-plant/75-41/7541SC008,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7541SC008.AUTOMANA.OP,-1,
64,7541TI002.DACA.PV,T,64,TRUE,Temperatur råstofftank syd,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7541TI002.DACA.PV,75-41,/Assets/T-plant/75-41/7541TI002,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7541TI002.DACA.PV,-1,
65,7541TI005.DACA.PV,T,65,TRUE,Temperatur råstofftank nord,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7541TI005.DACA.PV,75-41,/Assets/T-plant/75-41/7541TI005,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7541TI005.DACA.PV,-1,
66,7542FIC003.PIDA.OP,T,66,TRUE,Råstoff inn til inndamper,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,1,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,7542FIC003.PIDA.OP,75-42,/Assets/T-plant/75-42/7542FIC003,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,7542FIC003.PIDA.OP,-1,
